component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,21.857511224599484,14.499251626330818,41.659614290435094,20.0
Floor/S4R,505,15.36729081594974,5.451600554931971,45.5343974863551,66.13861386138613
Pier/C3D8R,1680,62.760564085770994,43.339359189154216,134.2171384139923,0.0
RiverBank/C3D8R,1100,45.885954419825985,43.76445298015609,58.93895996963104,0.0
SupportBeam/B31,686,25.0336184378703,11.121567913409528,73.79165942230614,45.481049562682216
