component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,176.99359941995283,93.58997669282182,411.08830549112236,0.0
Floor/S4R,505,182.44460177130856,179.02724386337894,344.73584814997463,4.554455445544554
Pier/C3D8R,1680,124.06818997845745,93.25748033988019,95.19994963370814,0.23809523809523808
RiverBank/C3D8R,1100,98.11868375032854,95.72897457561157,144.10588029331063,0.0
SupportBeam/B31,686,282.4629913093734,278.7165669054392,515.0155982225328,0.0
