component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,132.99486927715128,93.58997669282182,274.86541177689327,0.0
Floor/S4R,505,111.03061148115145,92.19096369131337,211.25785392526888,0.594059405940594
Pier/C3D8R,1680,113.37985858876355,93.25748033988019,95.19994963370814,0.23809523809523808
RiverBank/C3D8R,1100,82.46509263179327,80.28230735047855,124.11431110790076,0.0
SupportBeam/B31,686,181.9221667423699,180.7407593509016,315.64868892526505,0.0
