instance,node,component,x,y,z,aba_U1,aba_U2,aba_U3,stap_U1,stap_U2,stap_U3,abs_vec,rel_vec_percent,rel_mag_percent
PART-FLOOR-1,335,Floor/S4R,15.0,-5.0,0.0,-0.001524602,-0.00022083079,-0.45685697,-0.000480588,-6.0653e-05,-0.159039,0.2978198429874636,65.18848773611708,65.1884848034843
PART-FLOOR-1,337,Floor/S4R,15.0,5.0,0.0,-0.001524602,0.00022083079,-0.45685697,-0.000480588,6.0653e-05,-0.159039,0.2978198429874636,65.18848773611708,65.1884848034843
PART-FLOOR-1,350,Floor/S4R,-15.0,-5.0,0.0,0.001524602,-0.00022083079,-0.45685697,0.000480588,-6.0653e-05,-0.159039,0.2978198429874636,65.18848773611708,65.1884848034843
PART-FLOOR-1,352,Floor/S4R,-15.0,5.0,0.0,0.001524602,0.00022083079,-0.45685697,0.000480588,6.0653e-05,-0.159039,0.2978198429874636,65.18848773611708,65.1884848034843
PART-FLOOR-1,94,Floor/S4R,20.0,10.0,0.0,-0.0020783583,0.0004748796,-0.49524748,-0.000664178,0.000112446,-0.19926,0.29599108023855336,59.7657433372128,59.76571300695195
PART-FLOOR-1,104,Floor/S4R,20.0,-10.0,0.0,-0.0020783583,-0.0004748796,-0.49524748,-0.000664178,-0.000112446,-0.19926,0.29599108023855336,59.7657433372128,59.76571300695195
PART-FLOOR-1,113,Floor/S4R,-20.0,10.0,0.0,0.0020783583,0.0004748796,-0.49524748,0.000664178,0.000112446,-0.19926,0.29599108023855336,59.7657433372128,59.76571300695195
PART-FLOOR-1,127,Floor/S4R,-20.0,-10.0,0.0,0.0020783583,-0.0004748796,-0.49524748,0.000664178,-0.000112446,-0.19926,0.29599108023855336,59.7657433372128,59.76571300695195
PART-FLOOR-1,339,Floor/S4R,10.0,0.0,0.0,-0.0010014938,7.487289e-15,-0.4133748,-0.000274305,-1.55946e-13,-0.118796,0.29457969755736874,71.26192332687471,71.2619230662836
PART-FLOOR-1,348,Floor/S4R,-10.0,0.0,0.0,0.0010014938,6.7888247e-15,-0.4133748,0.000274305,-1.52913e-13,-0.118796,0.29457969755736874,71.26192332687471,71.2619230662836
