component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,163.77432307936255,93.58997669282182,414.9731625300667,0.0
Floor/S4R,505,166.47222161242144,158.78014583782917,305.8534004933718,0.9900990099009901
Pier/C3D8R,1680,121.63030834248386,93.25748033988019,95.19994963370814,0.23809523809523808
RiverBank/C3D8R,1100,93.81790796858286,91.81205037172839,139.69270275180327,0.0
SupportBeam/B31,686,253.07609615268782,271.0528183845086,428.0453051759183,0.0
