instance,node,component,x,y,z,aba_U1,aba_U2,aba_U3,stap_U1,stap_U2,stap_U3,abs_vec,rel_vec_percent,rel_mag_percent
PART-SUPPORTBEAM-2,12,SupportBeam/B31,0.0,10.0,-30.0,1.9346434e-15,0.0027437578,-0.2950892,1.45772e-15,-0.000253605,-0.0144627,0.2806425069122723,95.10018542533037,95.09833023704813
PART-SUPPORTBEAM-1,12,SupportBeam/B31,0.0,-10.0,-30.0,2.793473e-16,-0.0027437578,-0.2950892,7.52954e-15,0.000253605,-0.0144627,0.2806425069122723,95.10018542533037,95.09833023704813
PART-SUPPORTBEAM-2,181,SupportBeam/B31,0.0,10.0,-26.25,2.9544297e-15,0.002447373,-0.29502523,1.83009e-15,-0.000495809,-0.0152777,0.27976301196081305,94.823546628926,94.81901353283261
PART-SUPPORTBEAM-1,181,SupportBeam/B31,0.0,-10.0,-26.25,5.2185048e-17,-0.002447373,-0.29502523,5.89848e-15,0.000495809,-0.0152777,0.27976301196081305,94.823546628926,94.81901353283261
PART-SUPPORTBEAM-2,169,SupportBeam/B31,3.84615,10.0,-30.0,0.0006438184,0.002743332,-0.29559714,-0.00138714,-0.000261764,-0.0160793,0.27954137130710605,94.56406466875238,94.53972667725803
PART-SUPPORTBEAM-2,200,SupportBeam/B31,-3.84615,10.0,-30.0,-0.0006438184,0.002743332,-0.29559714,0.00138714,-0.000261764,-0.0160793,0.27954137130710605,94.56406466875238,94.53972667725803
PART-SUPPORTBEAM-1,169,SupportBeam/B31,3.84615,-10.0,-30.0,0.0006438184,-0.002743332,-0.29559714,-0.00138714,0.000261764,-0.0160793,0.27954137130710605,94.56406466875238,94.53972667725803
PART-SUPPORTBEAM-1,200,SupportBeam/B31,-3.84615,-10.0,-30.0,-0.0006438184,-0.002743332,-0.29559714,0.00138714,0.000261764,-0.0160793,0.27954137130710605,94.56406466875238,94.53972667725803
PART-SUPPORTBEAM-2,182,SupportBeam/B31,0.0,10.0,-22.5,3.2918726e-15,0.0021516122,-0.29495582,2.58755e-15,-0.000987211,-0.01609,0.27888348422836595,94.54841897137814,94.5348330094575
PART-SUPPORTBEAM-1,182,SupportBeam/B31,0.0,-10.0,-22.5,-2.555939e-16,-0.0021516122,-0.29495582,2.58824e-15,0.000987211,-0.01609,0.27888348422836595,94.54841897137814,94.5348330094575
PART-SUPPORTBEAM-2,183,SupportBeam/B31,0.0,10.0,-18.75,3.0926096e-15,0.001856417,-0.29488096,3.34429e-15,-0.00147861,-0.0168996,0.27800136494726124,94.27392534552055,94.24722942028811
PART-SUPPORTBEAM-1,183,SupportBeam/B31,0.0,-10.0,-18.75,-5.7697174e-16,-0.001856417,-0.29488096,-7.21466e-16,0.00147861,-0.0168996,0.27800136494726124,94.27392534552055,94.24722942028811
PART-SUPPORTBEAM-2,184,SupportBeam/B31,0.0,10.0,-15.0,2.5022793e-15,0.0015617297,-0.29480067,3.71165e-15,-0.00172082,-0.0177064,0.2771137123986575,93.99904822944207,93.96555851135734
PART-SUPPORTBEAM-1,184,SupportBeam/B31,0.0,-10.0,-15.0,-8.449305e-16,-0.0015617297,-0.29480067,-2.3554e-15,0.00172082,-0.0177064,0.2771137123986575,93.99904822944207,93.96555851135734
PART-SUPPORTBEAM-2,170,SupportBeam/B31,7.69231,10.0,-30.0,0.0012876368,0.002742094,-0.29622424,-0.00277428,-0.000283384,-0.0202744,0.27599631678927206,93.16654355259153,93.09164460895735
PART-SUPPORTBEAM-2,201,SupportBeam/B31,-7.69231,10.0,-30.0,-0.0012876368,0.002742094,-0.29622424,0.00277428,-0.000283384,-0.0202744,0.27599631678927206,93.16654355259153,93.09164460895735
PART-SUPPORTBEAM-1,170,SupportBeam/B31,7.69231,-10.0,-30.0,0.0012876368,-0.002742094,-0.29622424,-0.00277428,0.000283384,-0.0202744,0.27599631678927206,93.16654355259153,93.09164460895735
PART-SUPPORTBEAM-1,201,SupportBeam/B31,-7.69231,-10.0,-30.0,-0.0012876368,-0.002742094,-0.29622424,0.00277428,0.000283384,-0.0202744,0.27599631678927206,93.16654355259153,93.09164460895735
PART-SUPPORTBEAM-2,185,SupportBeam/B31,0.0,10.0,-11.25,1.6665194e-15,0.0012674922,-0.29471493,4.07793e-15,-0.00160869,-0.0192411,0.27548884449087313,93.47551437435547,93.44856632431528
PART-SUPPORTBEAM-1,185,SupportBeam/B31,0.0,-10.0,-11.25,-9.924525e-16,-0.0012674922,-0.29471493,-3.24541e-15,0.00160869,-0.0192411,0.27548884449087313,93.47551437435547,93.44856632431528
PART-SUPPORTBEAM-2,186,SupportBeam/B31,0.0,10.0,-7.5,7.309683e-16,0.00097364635,-0.29462373,4.51044e-15,-0.00134036,-0.020773,0.27386050636577874,92.95212267755996,92.93468852394422
PART-SUPPORTBEAM-1,186,SupportBeam/B31,0.0,-10.0,-7.5,-9.525197e-16,-0.00097364635,-0.29462373,-5.1961e-15,0.00134036,-0.020773,0.27386050636577874,92.95212267755996,92.93468852394422
