component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,20.75994968604177,14.030042866777476,39.66214994729228,20.0
Floor/S4R,505,14.659966230371259,4.183060796268942,45.26500507948673,69.3069306930693
Pier/C3D8R,1680,61.63964523099656,42.23203040373434,134.0031907501579,0.35714285714285715
RiverBank/C3D8R,1100,45.90255208800443,43.96678207793711,58.73353615428039,0.0
SupportBeam/B31,686,23.06713550096777,8.547150033321635,72.86838939707533,52.478134110787174
