instance,node,component,x,y,z,aba_U1,aba_U2,aba_U3,stap_U1,stap_U2,stap_U3,abs_vec,rel_vec_percent,rel_mag_percent
PART-SUPPORTBEAM-2,12,SupportBeam/B31,0.0,10.0,-30.0,1.9346434e-15,0.0027437578,-0.2950892,2.72942e-15,-5.49895e-05,-0.00508226,0.2900204445114393,98.27804901556242,98.27769440829482
PART-SUPPORTBEAM-1,12,SupportBeam/B31,0.0,-10.0,-30.0,2.793473e-16,-0.0027437578,-0.2950892,1.56778e-15,5.49895e-05,-0.00508226,0.2900204445114393,98.27804901556242,98.27769440829482
PART-SUPPORTBEAM-2,181,SupportBeam/B31,0.0,10.0,-26.25,2.9544297e-15,0.002447373,-0.29502523,2.6064e-15,-0.000192898,-0.00573616,0.2893011183048181,98.05641528201693,98.05467313989938
PART-SUPPORTBEAM-1,181,SupportBeam/B31,0.0,-10.0,-26.25,5.2185048e-17,-0.002447373,-0.29502523,1.70598e-15,0.000192898,-0.00573616,0.2893011183048181,98.05641528201693,98.05467313989938
PART-SUPPORTBEAM-2,182,SupportBeam/B31,0.0,10.0,-22.5,3.2918726e-15,0.0021516122,-0.29495582,2.35579e-15,-0.000472697,-0.00638461,0.28858314268099805,97.83684379078322,97.8295345121668
PART-SUPPORTBEAM-1,182,SupportBeam/B31,0.0,-10.0,-22.5,-2.555939e-16,-0.0021516122,-0.29495582,1.99159e-15,0.000472697,-0.00638461,0.28858314268099805,97.83684379078322,97.8295345121668
PART-SUPPORTBEAM-2,169,SupportBeam/B31,3.84615,10.0,-30.0,0.0006438184,0.002743332,-0.29559714,-0.0018095,-5.66552e-05,-0.00742219,0.2881989946321715,97.49279056059814,97.41558942057125
PART-SUPPORTBEAM-2,200,SupportBeam/B31,-3.84615,10.0,-30.0,-0.0006438184,0.002743332,-0.29559714,0.0018095,-5.66552e-05,-0.00742219,0.2881989946321715,97.49279056059814,97.41558942057125
PART-SUPPORTBEAM-1,169,SupportBeam/B31,3.84615,-10.0,-30.0,0.0006438184,-0.002743332,-0.29559714,-0.0018095,5.66552e-05,-0.00742219,0.2881989946321715,97.49279056059814,97.41558942057125
PART-SUPPORTBEAM-1,200,SupportBeam/B31,-3.84615,-10.0,-30.0,-0.0006438184,-0.002743332,-0.29559714,0.0018095,5.66552e-05,-0.00742219,0.2881989946321715,97.49279056059814,97.41558942057125
PART-SUPPORTBEAM-2,183,SupportBeam/B31,0.0,10.0,-18.75,3.0926096e-15,0.001856417,-0.29488096,2.10486e-15,-0.000752497,-0.00702762,0.28786516250045785,97.6188690450948,97.60321835896553
