component,count,mean_rel_percent,p50_rel_percent,p90_rel_percent,under_10_percent
Cable/T3D2,40,37.54076004261093,37.330519934903464,55.57840932433334,0.0
Floor/S4R,505,23.844169569957838,19.62327945488728,48.196047786175846,20.594059405940595
Pier/C3D8R,1680,60.69498349473656,33.21647262984111,137.45427627254,0.0
RiverBank/C3D8R,1100,22.2402668944415,16.009540429516854,45.104479808304816,23.272727272727273
SupportBeam/B31,686,42.87895841019244,35.81953764428066,75.77856749669995,3.498542274052478
